text,isReallyPolitical
"""A persons a person, no matter how small"" -Dr.Seuss",0
The @DiamondHeels a win away from Omaha!,0
Crest principal and school board members give pep talks to graduates,0
Thank you so much Skye Bolt! Win tomorrow and we r on to the #CWS,0
Standing O for @virginiafoxx promises to get to the bottom of EVERY one of the #scandalpalooza #NCGOPConvention,0
shoot out .,0
"kimmi go to milestone, with the white folks .",0
Having a blast at #HeroesCon with #PremierGreenScr @djkitts,0
We see you pushing your boobs closer together with your arms in every picture you post.,0
"Had a successful day with @jenniNdavidson . Fort Macon, Aquarium, and now a tour of the Coast Guard Base in Emerald Isle.",0
Time to get turnt for @emilypw14 graduation.,0
"Ugly animals need saving from extinction, too! Cute giant panda is hogging the co? #MailOnline",0
#UNC,0
Just posted a photo @ The Province,0
Heading to meet up with @BroDVernon @Living Waters Baptist Church for some more PREACHING. #ILIKEIT,0
So happy to be at the Bosh this weekend for @DiamondHeels v SC So thankful to Albert Tally and @kltally23 for making it possible. #GoHeels,0
"You can google it, it's worth a google.",0
All checked in at the airport. Early per usual,0
Route44 on a hot day in Fayetteville! Too easy! Thanks Lee! #hendrickautocjf @ Hendrick Chrysler Jeep,0
@WCPSS Principals Hutchinson and Mares rappel from office tower with @oteevents #inspiringstudentsandstaff,0
I would rather drive through an active mine field full of sink holes and lava pools than do this drive to #moreheadcity.,0
This city. Is awesome.,0
Mess of fish. #crackthegrease,0
The waitress looks Montana ffs why :(,0
"Bro McVey asked evangelist Travis Clayton what he was preaching on. Bro Clayton said ""I'M JUST GONNA SAY A FEW KIND WORDS ABOUT JESUS.""",0
"In other news, Asheville drivers are way nicer than greensboro drivers.",0
Michael,0
Amazing digital mural in downtown Raleigh. @ Red Hat Amphitheater,0
Had a good workout with @gabe_dobbins today. At it bright and early tomorrow,0
David silva could work circles around Cazorla!,0
Slow day today at the pediatrics #jobshadowing,0
We know,0
Slow day at the pediatricians office #jobshadowing,0
When you're watching Law and Order and you hear them say Munchausen By Proxy Syndrome and you know what that is #psychologymajor,0
"@DanForestNC Parents, not bureaucrats know best what is beat for their kids' education. Many questions yet to be answered abt #commonCore",0
"We want to be #1 in education and we want to do it on our terms, not the federal govt's. @DanForestNC",0
"Off to run a few errands, then to @MicahDrengler's grad party with my wonderful best friends, then spending the night with my darlings ?",0
Only Michael would get thousands of teenage girls to indirect him.,0
Far better things ahead than any left behind.,0
"no offense to my farmer friends, but getting behind a tractor on the hwy in crucial transit hours, really grinds my gears.??#movegetoutdaway",0
#Lies,0
Just reached Fitness Level 5 on @fleetly - onward and upward!,0
Foreign broads,0
We were bugging on our neighbors yesterday,0
"""There's always next time,"" Booster replied. ""Rati, set a course for target two.""",0
"""Smugglers aren't #particular,"" Jira said. ""Yes, it will be okay. There's more than enough.""",0
For eva ya leading lady. The number of hoes befimd me. Doesnt matter.,0
"The result was swiftly seen. The cities of Kesh had been crumbling. Now they burned. All of them, from what little word",0
The fact that we were created to enjoy God and to worship him forever is etched upon our souls.,0
"I believe it is one of my best features, but also one of my greatest weaknesses.",0
With God all things are possible. Matthew 19:26,0
I'm thankful for @WendyDavisTexas and women like her,0
.@TFFTAFRICA:to the Hill 2day w/other @USGLC state advisory committee members-Citizen Lobbyist 4 international affairs budget- #smartpower!,0
Money to be made,0
@foxandfriends  Rudy was great this morning. He pulled no punches regarding Obama inexperience and inability to learn on the job! Great job,0
"Sending a bright, sunny day to all my Glambert followers and especially to you @adamlambert.",0
Listen,0
In Greenville! #ECU17,0
Hey @mindychek are you going to run the citizen times race this year? I am running the 5k.,0
We need a new exterminator,0
Great win last night for them #Yankees!,0
"Females, will never fully be understood. We just too complicated.",0
AND Im getting all bougie-fied for a bougie brunch with a bougie friend at a bougie restaurant ?,0
"In swimming, there is no pre-season or post-season. We work our asses off year round #hardestsport @iSwimWithIssues",0
We got errands to run !,0
"My brother, the State Trooper?",0
"You see, this world has lots to offer but in time, it will go dark.",0
Closing the office :(  Moving on to better. (at @YTSSC) ?,0
"Here, deep #underground, she had to rely on chronometers and assistants to tell her when it was time to stop working and",0
West Virginia homemade whiskey,0
Humor works well on @vine but @AlRoker what's your best advice for most of us who aren't funny? #want2Vine,0
Humor works well on @vine but @AlRoker what's your best advice for most of us who aren't funny? #want2Vine,0
*ACCIDENT: INJURY* - EMS - 2657 APPLIANCE CT,0
Whining is for losers! #SI2013LL,0
Brent Musberger retires- the crowd goes wild - dream headline.,0
GMOs to fight hunger/low crop yields in Uganda?,0
Started new project today in Chapel Hill NC to help hammer out development agreement for #GlenLennox with @fandoinc,0
"Building Inspection passed  with electrical today we get Certificate of Occupancy!   with Adam, Michael",0
My 8000th tweet goes out @MissionHealthNC and its ~ 8000 employees! #Health #Economy,0
"In the palms of your own two hands, you own the power of life or death. -@NidoQubein",0
Can't. Wait. To. Be. In. Texas.,0
"""All right,"" LaRone said, frowning. That didn't sound like a very secure situation to him. Still, #Jade usually knew what",0
Artisan Cheese Fest aims to build on local cheese culture,0
"""In Texas we value all life"" says the governor of the state that is about to exicute its 500th inmate. #hypocrisy #delusional #selfrighteous",0
"Well, this was good to wake up to. #standwithwendy   Now time for coffee and to see how SCOTUS messed up Prop 8.",0
Carolina basketball isnt the same without   @HBarnes,0
We must put all our trust in The Lord.,0
UNC once again showing they are lost inconsistent team in #NCAAhoops history,0
Looks like a piece of your hair scadaddled  @mrsnasirjones:,0
Enjoyed eating out with a friend from work today. So thankful for good Christian friends. Had a great time.,0
unc won this,0
Im proud of @teejtree .,0
I always watch the second showing of #AmericanHorrorStoryCoven! I just can't get enough! #twoshowsinarow,0
Going up against @KevGotFlavor Friday,0
Her daughter got abducted by aliens. Bummer,0
"Awesome win for @PackMensBball!! I love every second of it! Congrats @NardFreeman_ on being the player of the game, well deserved!!",0
But my motivation is for my future kids to never know struggle. So I keep pushing.,0
You turn into the perfect philosopher child that only plato and titus couldve thought of.,0
This is for the man who showed me the hardest part of having nothing is having nothing to give.,0
"Why yes, we can beat the number one ranked team but lose to a satellite campus of a football school in Alabama",0
Is this real life? #goheelsgoamerica,0
Let's go! #UNC #FreePJ,0
My condolences to the sad pandas at Michigan State University! Happy LDOC Y'all!!! #GoHeelsGoAmerica,0
UNC has beaten two top three teams and still isn't ranked. Why? Inconsistency,0
UAB UAB UAB,0
Havent Even Spoken To This Kid In About Almost A Year .,0
"If this is any indication of things  to come for UNC, we will lose in the first round of the ACC and then win the National Championship.",0
Unc,0
"Sadly, UNC will follow up this win with a loss to Rowan Cabarrus Community College",0
@Buckeye_Nation Ohio State wins and Michigan State loses. Hope this is a sign for Saturday! #BeatMichiganState,0
Thank you for being here for me.,0
Neighboring frat setting off fireworks... #celebrate #GoHeelsGoAmerica,0
#bison,0
"Chloe and I are such babies, literally just cried  cried over desperate housewives.",0
Go follow @SUCKSNCSU now! #GoHeels,0
Them heels beating no. 1 Michigan St. ! #GoHeels,0
Real  true .,0
That could apply to many people.,0
"The News  Observer (Raleigh, N.C.), David Bracken column",0
We almost rushed rosemary for the NIT. -@ccharrow89,0
"Remember not out faulty pieces, remember not our rusted parts, it isn't petty imperfections that define us but the way we hold our hearts.",0
Are there any AP students that have the full vocab list for scarlet letter?,0
show me your ambitions of a rider.,0
"@FFWisdom: What has saved more firefighter lives than AEDs, TICs, RITs, PASSs, and bail-out kits combined?   Seatbelts.",0
Who is this ?,0
Trying to stay up to wish @nicholasjames5 a happy birthday at midnight. Not sure either of us is going to make it.,0
About to indulge in killing Kennedy,0
So are we storming Franklin or....?,0
"Proud of the exodus leaving the libraries, giving up on the notion of studying on LDOC and the night we beat the #1 team",0
My foam roller is more supportive than @stedmondhampton. #fact,0
@shawnpaterson @MRobertReynolds the anticipation is already rising. Excited to meet @tarasokalski as well.,0
Last time I do business with blacks.,0
Nick Saban to Texas in the works. Deal will be done within the next few days...@ReidHajda called it a few months ago...@bobthelocal pay up,0
Big win for #TarHeelNation,0
The government documents section is the only good section of the library,0
"Visiting #Harrellsville, #NorthCarolina? Check out this great new app for news, weather, hotels, and food here!",0
"Plan a trip to #Highfalls, #NorthCarolina here!",0
"Choose a hotel in #Albemarle, #NorthCarolina here!",0
If I create a committee to make every possible bracket ... and split the money ...,0
"
It's a nutrition website for athletes 
 pajina en Espanol",0
"En un abismo Somos,Fuimos y Seremos 
Lo ke en el silencio 
escuchamos, sentimos y gemimos 

\m/",0
Busco personas como tu con sueos ilusiones  ambisiones y deseos de superacin y crecimiento personal y ganar dinero,0
"
It's a nutrition website for athletes   visit this page to order yu Nutrision",0
Walking home from the library talking about neverland while @emurrya is hallucinating Chinese dragons. HELP.,0
Busco personas como tu con sueos ilusiones  ambisiones y deseos de superacin y crecimiento personal y ganar dinero,0
I will teach my children the real origin of our holidays.,0
Not sleeping until this kegs done in honor of @kaseyEcummings birthday,0
Scro's Roofing Company will be closed today in observance for Good Friday and Easter weekend. We will celebrate our risen King Jesus Christ!,0
Nothing to do this early in the morning.,0
"Choose a hotel in #FontanaDam, #NorthCarolina here!",0
"What's going on in #Cherokee, #NorthCarolina? Check out this great new app for news and weather!",0
"Plan a trip to #Saxapahaw, #NorthCarolina here!",0
Grace is free sovereign favor to the ill-deserving. B.B. Warfield,0
"Maybe I'll learn the position, puke, and get sent home.",0
"All life is about is sexual attraction. 
Different levels. And controlling it.
If we didn't we'd all have aids and babies. And that's sad.",0
Thanks to the girl who taught me how to fold fitted sheets!happy friday everyone!,0
Having a Easter Egg Hunt at my mothers house Sunday for the kids !,0
Brb.,0
Just as free.,0
NC scholars speak out against 'destructive' GOP policies   #wral #ncpol,0
#SB2013,0
We love our Checkers too! RT @WellsLightsCLT: We are lit up red  white today to support our Charlotte Checkers. Let's go @checkershockey !,0
. you should make better decisions !,0
It would have been better if they had kept Ruutu's return quiet and simply played his music right before face off.,0
"Right person, wrong time. Right time, wrong person. New person, old lines, Old person, new lies.",0
"So @TarHeelMakeout is back in action, evoking the fear of God back into my weekend festivities.",0
Oregon I see you!,0
Let's go Aggies! #NCAT,0
Congrats to @erica_horrigan for getting accepted to NorthWestern!!! Amazing!!,0
Dear God! That's the longest I've been without tourney coverage ever I think! I'm here! What's happening? #MarchMadness,0
"My wife: ""Staff sure does win a lot of awards."" That's why I love her.",0
Bullshit !,0
When you ask Siri to tell you a story... And she does.,0
Says she's thankful for finishing MST hike before #hurricaneirene hit the NC coast.,0
Why are people surprised at all of the basketball games on? Its #MarchMadness,0
PATRICK!,0
Want huntin season to come back fast!,0
Come on #Aggies . We just being undisciplined. Play your game.,0
#GoBlue,0
#PrayerRequest from @loveoutloudWS #Homeless #Community Outreach #WSNC  #Gospel: That Daniel will make it to San Antonio for job.,0
It's crazy how many stats and information @ESPNStatsInfo can dig up!,0
Just grabbed a seat for @pknclt. Excited for all the presentations! #pechacucha,0
Blisters on the trail? Danny Bernstein says #ducttape OVER the bandaids!,0
"We can argue, and make up :-)",0
@Bweeb congratulations on the complete game!  An impressive performance from the Sophomore!  Way to represent!  #representtheking!,0
WHAT THE HELL IS WRONG WITH PEOPLE WHO ABUSE SEALS.,0
Just grabbed a seat for @pknclt. Excited for all the presentations! #pechacucha #pknclt,0
Empresarios sel siglo XXI,0
"Our thoughts affect out emotions; our emotions affect our choices, and our choices affects our actions.",0
AT is getting bullied with the full court press right now... #marchmadness,0
Border scored against the Canes... #embarassing,0
Wish we would fight less and talk more,0
There's a difference between Atheist and Agnostic.,0
Codeine Fein,0
Is that right ?,0
Everyone should go register for @ELONTHON !! It's going to be so much fun and it's a great cause! #110%FTK,0
The most motivating quote!,0
"At Duke FMIG dinner listening to good friend @blackweldermd  talking on importance of FM, passing on FMREVOLUTION!",0
A night of journalism,0
Great crowd at the @hbacharlotte Major Achievement Awards in South End! #cltre,0
"Make it happen, #bigbeard. @suttondj",0
Damn who knows how to cut hair in Michigan,0
"Dogs of war, they call for blood.",0
Rooting for upsets #MarchMadness,0
"Awards are presented in ascending order. Per the list, the @fayobserver has won the most awards in the state's largest circulation category.",0
"Thanks St. Mary's, my bracket is shot already. #EveryYear",0
My mom said she also finds Wentworth Miller attractive.,0
Information awareness office.,0
Bernanke suggests his tenure is winding down: Federal Reserve Chairman Ben Bernanke says he?s ?spoken to the...,0
"Remember when you had guinea pigs, @OneBrentFarley? Corky, Murphy  Octavius. Such solid guinea pig names. #weirdpets",0
When you know it's gone eventually cost you your freedom .,0
Had lots of fun at lake Norman yesterday with @SpotterSeven  @AlbertsonDalton #readytogoback,0
"Today in 1844, the coming of Christ was predicted.",0
"Dammit, @tbsveryfunny .  No one cares about bball games.  

I WANT TO WATCH SEINFELD",0
Thanks to @DonaldLawrence I'm living on top of the world! #thankyouJESUS!,0
Just called Brian Zoubek at work for the Annual Fund. #YuppThatHappened,0
Great news today from the real estate world. Commence house hunting!,0
"Congratulations, all! #hcheroes",0
so i take another hit . kill another serotonin . with a hand full of beans and a chest full of weed .,0
"""A humble athlete is gracious in defeat and modest in victory""",0
Meets @tribizdigital approval. #hcheroes,0
#marchmadness #northcarolina #aggies,0
Lets go @NHLCanes! #freezeframes,0
"Do you hear that? That's the sound of every bracket around the world imploding. (Including mine. Thanks a lot, Davidson.)",0
Not a terrible day so far with the brackets.  #MarchMadness,0
"Watched some Howitzers go boom, shot an M4 assault rifle  240 SAW machine gun all while hanging out with heroes. Not a bad day on Earth.",0
It isn't about the quantity of things we accomplish ; it's the quality of each .,0
"Great time at Character ED Night tonight,i felt good about my group project, helping clean up,talking to teachers and its only a Thursday!",0
What a shot,0
This is a good place to be. @ North Carolina,0
"""Why doesnt Mexico have an Olympic team??? Cause anyone who can run, jump, and swim... is in America.""",0
Go @PhotogBrit ! Congrats!,0
"I wish we could ""throwback"" to a time when throwback Thursday didn't exist. #betterdays",0
Sarcasm is for winners.,0
Montana pleasee stop with the follow trains ! Haha ?,0
Sweepstakes industry keeps pushing for legality,0
Louisville is seriously making every shot,0
Making a list of who is worth fighting for so far it's a small list,0
"""And when a humble athlete wins, there are no excessive celebrations, no inappropriate victory dances. He realizes that victory is a gift""",0
"People who drive under the speed limit need to be shot.
#LearnToDrive",0
With my boy tylerhaase03 at his FIRST @nhlcanes game. #freezefranes #canes @ PNC Arena,0
"The one and only, @Trosenbaum20.",0
Sandy called shotgun ...,0
carowinds with @_kmoeeeee and the fam!,0
Doctor is here. Nurses are running. Im about to be an uncle.,0
Excited to sing at Bethlehem West Campus today!,0
Good morning to be at Piney Grove Chapel. Actually any day is a good day to be at the Lords house. #LetsWorship,0
True.,0
"We didn't talk about our issues , but he knows what bothers me most.",0
Best of luck to the @Chtransit Operators competing in the State Bus Roadeo today!,0
Trista and Mickey Lewis @tristaslucid,0
#PutGodFirst,0
Psalms 103:13,0
Carry on my wayward son. #Kansas,0
Happy Birthday to sweet @AubreezyAllen!  I love you and miss you and can't wait for your visit!! All the best to you on your birthday!,0
.@IPHF shooting was great think I'm going again today. Taxes still need to be done. Yuck,0
"Devote yourself to The Lord so that when your faith is tested, you will be able to rise to the challenge and stand firm. Read Esther 4:15-17",0
so THIS is how concessions and ushers see us #competitiongirls,0
Thanks a lot amara.,0
.@wittier thank you for the kred.,0
we caught six fishies last night! raise da roof!,0
I havent talked to @MsBreyLv in a while,0
"Sometimes the questions are complicated, and the answers are simple",0
"Two rights don't make a wrong, three rights make a left!",0
Your heart is free. Have the courage follow it.,0
Excited to preach the Word this morning at ESBC and look at what legalism brings about in our hearts. Praise God for another day to worship!,0
Enter his gates with thanksgiving! Starting this #FirstSunday at the #Nazareth experience. I woke up with a praise in my Spirit!,0
Because they have methods on keeping you clean,0
Prayers going out to Rick Warren's family. His son committed suicide; 27 years old. #tragedy,0
This isn't going to work.,0
Had breakfast in the park this morning. What a beautiful day @ Union Point Park,0
Last night was soo funn with @istaykingin and daniellll(:,0
Big day for @fbcindiantrail today! Celebrating @mikewhitson 's 30 years of faithful service as Senior Pastor of FBCIT! #blessed,0
Lets see if I can do it.,0
Might go to the court today.,0
"""But he that does the will of my father which is in Heaven""  Matthew 7:21",0
Snapchatting in public is too risky.,0
"Stay tuned for the world premiere of the Amazing Adventures of the Afterbirth of Christ! Holy Placenta, Healing Blob, we beseech thee.",0
"""@ESPNNBA: RT @Chris_Broussard: Indiana, San Antonio, Milwaukee, Detroit, and Washington all showing interest in JJ Redick."" #Washington",0
"Robbin, wanted to let you know I enjoyed you hosting Piers Morgan Tonight; blessed change. I want to see more of you",0
Anybody is liable to be a victim .,0
Plot twist! @sebts chapel led by @FakeJDGreear! But the REAL one! #fb,0
YA SABEN AQU AL PURO MILLN DNDOLE DURO Y TUPIDO FELIZ JUEVES Y BUENOS DAS TODO MUNDO ATTE EMIGRANTE HOY Y SIEMPRE Y SIGUE Y SIGUE COMPAS,0
In class editing papers,0
Whats the point of put others down?,0
The #InOurTime on Romulus and Remus devolves into a lovely debate on myth origins starring @wmarybeard  @SarahEBond,0
I wanted to say how much I enjoyed you hosting Piers Morgan Tonight; what a wonderful change. I look forward to more.,0
Banks report $350 million in N.C. mortgage relief: Five banks involved in sweeping national mortgage settlement...,0
"We sir,  are indeed not going steady.",0
Bob Jefferson teaching finance to our Velocity partners. #emc #emceducation  #emcvelocity,0
"Here it is the next morning. 
#StillSmiling",0
So Glad Today Was Payday PLUS My Taxes ?,0
Whats going with America? Its becoming American't so sad. I love my country . I dont love who runs it yes thats you mr.obama,0
"If you want to be taken seriously and respected, learn how to speak. Good lord.",0
How many twitters does the Pope have? AND THEY'RE ALL VERIFIED!,0
"Getting ready too leave the house, heading too Charlotte douglas Airport!
#virginiabound",0
My LTAM class is about labor... Read the book about labor and the midterm essay has nothing to do with that book. #TotalFail,0
Long day at the hospital! All will be well. #gotfaith,0
"Career Fair today at #NCAT. Freshmen, Sophomores,  Juniors, stop by now and kick off your career now. #INROADSworks",0
30 Days Without  A US Military Death in Afghanistan,0
Thank you for showing me how much you care.,0
"Sitting here with Shayla, Dee, and Audreesha!",0
"""@indyweek: #IndyBestof2013 voting has begun! Vote for your fav Pizza  Vote Klausie's and vote often!",0
"On my way to Tennessee, singin Georgia on my mind.",0
My accounting teacher seriously has a problem.,0
Busy day today. Working on a story about a woman arrested for trafficking in opium and will be covering a court case later today.,0
"
 It's a nutrition website for athletes  Espanol.  pajina en ingles",0
Margot and the Nuclear So-So's. go check them out if you need to get mellow.,0
I hate when we do event programs at NHS for the students cause they dot pay attention at all.,0
Thought about it ... not going to environmental science,0
If you are a JV Baseball player you cannot give your opinion on sports arguements.,0
I still need to finish this letter .,0
My Fellow CNA II's are brutal. @ JCC Public Safety / CNA wing,0
The City Council wants to know what you think about our downtown? What do you like and what would you suggest we do different?,0
Its always nice to know you live on a nice street where people can get arrested.,0
"""God's desire isn't to get the money out of our pockets, but the materials out of our heart."" - real J.D. Greear #GospelCenteredGenerosity",0
Lunch meeting with contractor at Pacos Tacos #goodmexicanfood.,0
"Just got my tickets to the city for my birthday. I refuse to feel old this time 'round. We will be doing it right, Manhattan.",0
But we got bond money on got bond money on deck fool .  a great lawyer!,0
Yup .,0
It's never been this hard for me to write a letter .,0
And have more time to chill with my husband. @cjstarbby,0
Thinking negative is not a healthy way of living.,0
Isn't it sad every other towns downtown is of bars and shops  lumbertons is nothing but lawyers and bail bonds ?,0
"It amazes me that Sam's Club does not enforce drive patterns at gas pumps.  Saw several ""near misses"" today.",0
Mario McNeill capital murder trial resumes this morning with forensic tech Jennifer Slish on witness stand for state #ShaniyaDavis.,0
Thinking of all my mountain friends as the rain continues! @WataugaRoads #flooding,0
"See what people are saying about #Falcon, #NorthCarolina here!",0
Need out of healthcare for sure,0
If you have been receiving great persecution it is because you are coming into your season of fulfillment of knowing your purpose.,0
State expects to present evidence at least through end week. Half day Thursday and no trial scheduled Friday in #ShaniyaDavis proceedings.,0
Surf is chest to head and choppy.  #Thrivecoffee is smooth and delish.  #farmdogs #farmdogsurfschool?,0
Thanks @Nike for making cute workout clothes. #motivation,0
Happy National Nurses Week: Delivering Quality  Innovation in Patient Care,0
"Last day of the semester at @ForsythTechCC, made it through a semester. Summer school starts next week, #letsgetit",0
#NationalBestFriendDay @nasty_ankles52,0
AHIMA Advises CMS to Adopt #EHR-Related Coding Guidelines:,0
Last day of Research Methods! YUS!,0
Lisa.jpg:,0
HIPAA's final omnibus rule expands the covered entity definition + revises data breach regulations:,0
Bout to see what's good with @MikeAndMike,0
Morning run with my wife and dog @ UNCW Center for Marine Science,0
"ONC ""Decertifies"" Two EHRs:",0
Thank you to all #Vietnam vets for your dedication to duty and the sacrifices made for this great nation and paving the way for this gen.,0
Done for the summer! #noschool,0
Just posted a photo @ Cape Fear Valley Medical Center,0
Are there really floods,0
"Wake up, dreamers. @ Pi Kappa Phi National HQ",0
Connors not failing! #itsamiracle,0
This Wednesday at @RootsRevivalWS w/in @centenaryonline: Prodigal Daughter  #WSNC #DTWSNC #myws,0
Some serious flooding over here at the Biltmore,0
"Its important to have a spirit of discernment, some people actually want to see healed hearts. Others just want to be seen and heard.",0
W. Va. governor backs Medicaid expansion,0
@princy_lyn @iowahawkblog what I don't understand if Socialism is fully implemented there will be only 1 media selected to represent it.,0
Should've taken Prof. Staff's section of orgo,0
Snyder?s-Lance reaffirms three to corporate board of directors: Snyder?s-Lance Inc. also re-elected three...,0
Deputies: 23 cars broken into in Rock Hill subdivision: Deputies are investigating a string of car break-ins at a...,0
Warren Buffets tips for mompreneurs: Click to Continue,0
Rep. Clyburn stumps for Colbert Busch in SC campaign event: While Republican nominee Mark Sanford did not have...,0
Been up for a minute! At work making this money! #moneyonmymind!,0
Our focus should be on holiness and being Christ-like. Not petty arguments about silly technicalities. Then people will see what is true.,0
Excited to be attending the @Carolinas Healthcare Diversity Symposium #dayjob #diversity #healthcare,0
@mhonividente saludos desde NC. Te escribi un correo. Bueno queria saber si ves cambios en economia para mi? 3/3/74 naci en PR,0
I'm only excited for Hank and Whataburger.,0
Some educators just aren't that into TWEETING!,0
I cant find the damn dog :0,0
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
